,Product_Name,Publisher,Writer,Previous_Price,Discount,Current_Price,Gain,Kind,Page,ISBN,Cover
1853,Picasso,Alfa Yayınları,Julie Birmant,"53,00",%35 indirim,"34,45","18,55",Çizgi Roman Kitapları,348,9786051716268,Ciltli
1854,Unutma Noktası,Profil Yayıncılık,Sema Karabıyık,"22,00",%38 indirim,"13,64","8,36",Roman,336,9789759969684,Ciltsiz
1855,Yine de Sevdik,Olimpos Yayınları,Miraç Çağrı Aktaş,"25,00",%50 indirim,"12,50","12,50",Roman,160,9786052063354,Ciltsiz
1856,Heretikler,Alfa Yayınları,Steven Nadler,"37,00",%35 indirim,"24,05","12,95",Çizgi Roman Kitapları,185,9786051716411,Ciltsiz
1857,İtibarlar,Everest Yayınları,Juan Gabriel Vasquez,"23,00",%35 indirim,"14,95","8,05",Roman,160,9786051852386,Ciltsiz
1858,Osmanlı Döneminde Arap Kentleri,Alfa Yayınları,Andre Raymond,"36,00",%35 indirim,"23,40","12,60",Araştırma - İnceleme Kitapları,335,9786051716282,Ciltsiz
1859,Sosyal Yardım Alanlar,İletişim Yayınevi,S. Bahçe,"51,00",%30 indirim,"35,70","15,30",Diğer,408,9789750523427,Ciltsiz
1860,Emine'nin Yanında Konuşulmayacak Şeyler,İletişim Yayınevi,Deniz Poyraz,"23,50",%30 indirim,"16,45","7,05",Öykü Kitapları,140,9789750523410,Ciltsiz
1861,Anne Baba ve Büyükanne Büyükbaba Olmanın Sevinçleri Üzerine,İletişim Yayınevi,Wilhelm Schmid,"17,50",%30 indirim,"12,25","5,25",Diğer,77,9789750523380,Ciltsiz
1862,Benim Adım 1864,İletişim Yayınevi,Elbruz Aksoy,"37,00",%30 indirim,"25,90","11,10",Dünya Tarihi Kitapları,287,9789750523397,Ciltsiz
1863,Komünist Manifesto,İletişim Yayınevi,Friedrich Engels,"15,00",%30 indirim,"10,50","4,50",Diğer,92,9789750523403,Ciltsiz
1864,Parya Koma,İthaki Yayınları,Can Bonomo,"23,00",%36 indirim,"14,72","8,28",Şiir Kitapları,128,9786053757733,Ciltsiz
1865,Disparöni Ya Da Yaşama Korkusu,İthaki Yayınları,Nihan Kaya,"29,00",%36 indirim,"18,56","10,44",Roman,264,9786053757702,Ciltsiz
1866,Kendine Ait Bir Kalem,İthaki Yayınları,Nil Sakman,"41,00",%36 indirim,"26,24","14,76",Araştıma-İnceleme Kitapları,392,9786053757726,Ciltsiz
1867,Vakıf ve İmparatorluk,İthaki Yayınları,Isaac Asimov,"36,00",%36 indirim,"23,04","12,96",Bilim Kurgu Kitapları,284,9786053757740,Ciltsiz
1868,Jane Eyre,İthaki Yayınları,Charlotte Bronte,"36,00",%36 indirim,"23,04","12,96",Roman,496,9786053757719,Ciltsiz
1869,Dönüşüm,Timaş Yayınları,Franz Kafka,"9,00",%40 indirim,"5,40","3,60",Öykü Kitapları,80,9786050827231,Ciltsiz
1870,Şark’tan Haber,Timaş Yayınları,Muhammed İkbal,"21,50",%40 indirim,"12,90","8,60",İslami Araştırma-İnceleme Kitapları,240,9786050827293,Ciltsiz
1871,Edebiyat Sosyolojisi,İz Yayıncılık,Köksal Alver,"33,00",%35 indirim,"21,45","11,55",Diğer,335,9786053262718,Ciltsiz
1872,ABD'de Din-Devlet İlişkileri,İz Yayıncılık,H. Şule Albayrak,"30,00",%35 indirim,"19,50","10,50",Araştırma - İnceleme Kitapları,301,9786053262640,Ciltsiz
1873,On İki Gün,Epsilon Yayınevi,Debbie Macomber,"22,50",%40 indirim,"13,50","9,00",Roman,226,9786051733739,Ciltsiz
1874,Seni Ne İhtiyarlattı,İz Yayıncılık,Abdullah Harmancı,"17,00",%35 indirim,"11,05","5,95",Öykü Kitapları,160,9786053262701,Ciltsiz
1875,Suya Düşen Dantel,İz Yayıncılık,Cihan Aktaş,"12,00",%35 indirim,"7,80","4,20",Roman,112,9786053262824,Ciltsiz
1876,Ölüm Uykusu,Yediveren Yayınları,Mehmet Işık,"20,00",%31 indirim,"13,80","6,20",Tarih Araştırma - İnceleme Kitapları,215,9786059780582,Ciltsiz
1877,Çuvallama Sanatı,Timaş Yayınları,Faruk Öndağ,"20,00",%40 indirim,"12,00","8,00",Kişisel Gelişim Kitapları,192,9786050827330,Ciltsiz
1878,Alice Cheongdamdong'da 1,Olimpos Yayınları,Ahn Jaekyungl,"42,00",%69 indirim,"12,90","29,10",Roman,368,9786052063330,Ciltsiz
1879,Gölgesiz Kız,Artemis Yayınları,Erin Bow,"29,00",%35 indirim,"18,85","10,15",Roman,320,9786053043201,Ciltsiz
1880,Afacan 5'ler Kampa Gidiyor,Artemis Yayınları,Enid Blyton,"21,00",%35 indirim,"13,65","7,35",Roman-Öykü Kitapları,273,9786054228614,Ciltsiz
1881,Siyonizm ve Filistin Sorunu,Timaş Yayınları,Mim Kemal Öke,"55,00",%40 indirim,"33,00","22,00",Araştırma-İnceleme Kitapları,568,9786050827163,Ciltsiz
1882,Kısa Birinci Dünya Savaşı Tarihi,Timaş Yayınları,İlkin Başar Özal,"32,50",%40 indirim,"19,50","13,00",Dünya Tarihi Kitapları,448,9786050826715,Ciltsiz
1883,Sessiz Köşe,Portakal Kitap,Dean Koontz,"28,50",%35 indirim,"18,53","9,98",Roman,416,9789752468535,Ciltsiz
1884,Hayat İşte Böyle Geçip Gidiyor,Everest Yayınları,Hasan Cemal,"50,00",%35 indirim,"32,50","17,50",Biyografi-Otobiyogafi Kitapları,680,9786051852355,Ciltsiz
1885,Ateş Arabaları,Profil Yayıncılık,Ercan Taner,"38,50",%38 indirim,"23,87","14,63",Diğer Spor Kitapları,352,9789759969622,Ciltsiz
1886,Tavşanlar ve Boa Yılanları,Profil Yayıncılık,Fazıl İskender,"27,50",%38 indirim,"17,05","10,45",Roman,208,9789759969677,Ciltsiz
1887,Siyasi Düzen ve Siyasi Çürüme,Profil Yayıncılık,Francis Fukuyama,"72,00",%38 indirim,"44,64","27,36",Siyaset Sosyolojisi Kitapları,551,9789759968236,Ciltsiz
1888,Hayalet Şehir,Profil Yayıncılık,Timur Nakkaş,"33,00",%38 indirim,"20,46","12,54",Roman,336,9789759969615,Ciltsiz
1889,Üç Kız Kardeş,Artemis Yayınları,İclal Aydın,"32,00",%35 indirim,"20,80","11,20",Roman,372,9786053043249,Ciltsiz
1890,Benimle Boşanır mısın?,Olimpos Yayınları,Murat Atila,"19,00",%30 indirim,"13,30","5,70",Denemeler,160,9786052063347,Ciltsiz
1891,Çöp Adamın Kas ve Kemik Rehberi,Teleskop Popüler Bilim,John Farndon,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421622,Ciltsiz
1892,Hareket Halinde - İnanılmaz Buluşlar,Teleskop Popüler Bilim,Matt Turner,"15,00",%50 indirim,"7,50","7,50",Bilimsel Kitaplar,32,9789752421660,Ciltsiz
1893,Çöp Adamın Kalp Rehberi,Teleskop Popüler Bilim,John Farndon,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421615,Ciltsiz
1894,Çöp Adamın Guruldayan Bağırsaklar Rehberi,Teleskop Popüler Bilim,John Farndon,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421608,Ciltsiz
1895,Işık Hakkında Herşey - İnanılmaz Buluşlar,Teleskop Popüler Bilim,Matt Turner,"15,00",%50 indirim,"7,50","7,50",Bilimsel Kitaplar,32,9789752421592,Ciltsiz
1896,Gökteki Bütün Kuşlar,İthaki Yayınları,Charlie Jane Anders,"41,00",%36 indirim,"26,24","14,76",Roman,384,9786053757696,Ciltsiz
1897,Modern Dünyayı İnşa Etmek - İnanılmaz Buluşlar,Teleskop Popüler Bilim,Matt Turner,"15,00",%50 indirim,"7,50","7,50",Bilimsel Kitaplar,32,9789752421653,Ciltsiz
1898,Haydi İletişim Kuralım - İnanılmaz Buluşlar,Teleskop Popüler Bilim,Matt Turner,"15,00",%50 indirim,"7,50","7,50",Bilimsel Kitaplar,32,9789752421646,Ciltsiz
1899,Aslında Herkes Haklı,İthaki Yayınları,Ali Lidar,"17,00",%36 indirim,"10,88","6,12",Türk Edebiyatı,128,9786053757665,Ciltsiz
1900,Çöp Adamın Muhteşem Beyin Rehberi,Teleskop Popüler Bilim,John Farndon,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421639,Ciltsiz
1901,Kalbimin Kanıyla Yazdım - Kısım 2,Epsilon Yayınevi,Diana Gabaldon,"47,50",%40 indirim,"28,50","19,00",Roman,597,9786051733685,Ciltsiz
1902,Zamanda Yolculuk - Olimpos’un Hırsızı,Yapı Kredi Yayınları,Gerenimo Stilton,"13,89",%36 indirim,"8,89","5,00",Roman-Öykü Kitapları,124,9789750841507,Ciltsiz
1903,Justice League Darkseid Savaşı - Tanrıların Gücü,Yapı Kredi Yayınları,Geoff Johns,"27,78",%36 indirim,"17,78","10,00",Çizgi Roman Kitapları,144,9789750841484,Ciltsiz
1904,Ayyy… Ay,Yapı Kredi Yayınları,Ayla Çınaroğlu,"16,67",%36 indirim,"10,67","6,00",Hikayeler,32,9789750841460,Ciltli
1905,Haydi Çiçiko Haydi!,Yapı Kredi Yayınları,Geraldine McCaughrean,"8,33",%36 indirim,"5,33","3,00",Roman-Öykü Kitapları,92,9789750841491,Ciltsiz
1906,Lirik Defterler,Yapı Kredi Yayınları,Hilmi Yavuz,"7,41",%36 indirim,"4,74","2,67",Denemeler,80,9789750841538,Ciltsiz
1907,Diktatörlerin Çocukları,Yapı Kredi Yayınları,Jean Christophe Brisard,"30,00",%36 indirim,"19,20","10,80",Tarihsel Roman Kitapları,276,9789750841378,Ciltsiz
1908,Pastoral Amerika,Yapı Kredi Yayınları,Philip Roth,"29,63",%36 indirim,"18,96","10,67",Roman,404,9789750841446,Ciltsiz
1909,Şu Binaya Bak!,Teleskop Popüler Bilim,Kolektif,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421264,Ciltsiz
1910,Ne Yediğimize Bak!,Teleskop Popüler Bilim,Kolektif,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421714,Ciltsiz
1911,Haritayı Takip Et!,Teleskop Popüler Bilim,Kolektif,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421257,Ciltsiz
1912,Nerede Yaşadığımıza Bak!,Teleskop Popüler Bilim,Kolektif,"15,00",%50 indirim,"7,50","7,50",Popüler Bilim Kitapları,32,9789752421271,Ciltsiz
1913,Stegosaurus - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9786053031482,Ciltsiz
1914,Brachiosaurus - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Boyama Kitapları,24,9786053031413,Ciltsiz
1915,Triceratops - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9786053031499,Ciltsiz
1916,Lemur - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Okul Öncesi Şekilli Kitaplar,24,9786053031451,Ciltsiz
1917,Gergedan - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Boyama Kitapları,24,9786053031444,Ciltsiz
1918,Makav - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Okul Öncesi Şekilli Kitaplar,24,9786053031468,Ciltsiz
1919,Ejderha - Şekilli Hayvanlar Serisi,Parıltı Yayınları,Kolektif,"7,50",%50 indirim,"3,75","3,75",Boyama Kitapları,24,9786053031437,Ciltsiz
1920,Püsküllü Deve - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,63,9786053030324,Ciltsiz
1921,Sevgi Masalı - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,64,9786053030430,Ciltsiz
1922,Küçük Karabalık - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,56,9786053030317,Ciltsiz
1923,Kel Güvercini - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,62,9786053030287,Ciltsiz
1924,Pancarcı Çocuk - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,56,9786053030331,Ciltsiz
1925,Yıldız İle Kargalar - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,128,9786053030478,Ciltsiz
1926,Konuşan Bebek - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Roman-Öykü Kitapları,88,9786053030294,Ciltsiz
1927,Köroğlu Geliyor - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Masallar,88,9786053030300,Ciltsiz
1928,Bir Şeftali Bin Şeftali - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Roman-Öykü Kitapları,62,9786053030270,Ciltsiz
1929,Ah Masalı - Samed Behrengi Serisi,Parıltı Yayınları,Samed Behrengi,"5,90",%50 indirim,"2,95","2,95",Roman-Öykü Kitapları,63,9786053030263,Ciltsiz
1930,Beden Dili,Epsilon Yayınevi,Allan Pease,"37,50",%40 indirim,"22,50","15,00",İletişim Medya Kitapları,432,9786051733722,Ciltsiz
1931,Anneme Söz Verdim,Yediveren Yayınları,Yunus Arıkan,"27,00",%31 indirim,"18,63","8,37",Roman,376,9786059514491,Ciltli
1932,Atina'da Zehir,Alfa Yayınları,Margaret Doody,"35,00",%35 indirim,"22,75","12,25",Roman,512,9786051716442,Ciltsiz
1933,4. Maymun,Nemesis Kitap,J. D. Barker,"44,00",%78 indirim,"9,90","34,10",Roman,488,9786059545952,Ciltli
1934,Dünyayı Bekleyen Son Tehlike - Nükleer Güç Savaşları,Kariyer Yayınları,Selim Sunal,"17,00",%31 indirim,"11,73","5,27",Araştırma-İnceleme Kitapları,216,9786059916462,Ciltsiz
1935,Kapalı İktisat Açık Metin,Everest Yayınları,Fatih ALTUĞ,"19,00",%35 indirim,"12,35","6,65",İktisat Kitapları,165,9786051852362,Ciltsiz
1936,Ölmek İçin On Üç Sebep Film Özel Baskısı,Artemis Yayınları,Jay Asher,"32,00",%35 indirim,"20,80","11,20",Roman,308,9786053042723,Ciltsiz
1937,Zehra’nın Defteri,İthaki Yayınları,Kemal Tahir,"32,00",%36 indirim,"20,48","11,52",Türk Edebiyatı,192,9786053757542,Ciltsiz
1938,Divanyolu,Kapı Yayınları,Beşir Ayvazoğlu,"32,00",%35 indirim,"20,80","11,20",Denemeler,270,9789752448360,Ciltsiz
1939,Sihirli Ağaç Evi 5 - Ninjaların Gecesi,Domingo Yayınevi,Mary Pope Osborne,"16,00",%35 indirim,"10,40","5,60",Roman-Öykü Kitapları,76,9786051980287,Ciltsiz
1940,Sihirli Ağaç Evi 6 - Amazon Macerası,Domingo Yayınevi,Mary Pope Osborne,"16,00",%35 indirim,"10,40","5,60",Roman-Öykü Kitapları,76,9786051980294,Ciltsiz
1941,Gerçekçiler İçin Ütopya,Domingo Yayınevi,Rutger Bregman,"32,00",%35 indirim,"20,80","11,20",Araştırma-İnceleme Kitapları,328,9786051980317,Ciltsiz
1942,Toplum Sözleşmesi - Bez Ciltli,Koridor Yayıncılık,Jean-Jacques Rousseau,"13,00",%35 indirim,"8,45","4,55",Araştırma-İnceleme Kitapları,176,9786059702690,Ciltli
1943,Benim İlk Hikayelerim - Kurbağa Prens,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Hikayeler,1,9786051007090,Ciltsiz
1944,Kaçış,GO! Kitap,Scott Sigler,"30,00",%35 indirim,"19,50","10,50",Roman,597,9786051882499,Ciltsiz
1945,Dua Kader Değiştirir,Olimpos Yayınları,Ethem Emin Nemutlu,"25,00",%25 indirim,"18,75","6,25",Denemeler,176,9786052063323,Ciltsiz
1946,Siyah Orkide,İthaki Yayınları,Neil Gaiman,"45,00",%36 indirim,"28,80","16,20",Çizgi Roman Kitapları,176,9786053757610,Ciltsiz
1947,Bilinmeyen,İthaki Yayınları,Yılmaz Şener,"19,00",%36 indirim,"12,16","6,84",Roman,128,9786053757511,Ciltsiz
1948,Güz Cumhuriyeti,İthaki Yayınları,Brian McClellan,"46,00",%36 indirim,"29,44","16,56",Fantastik Kitaplar,496,9786053757641,Ciltsiz
1949,Sondan Başa,İthaki Yayınları,Burak Tamdoğan,"20,00",%36 indirim,"12,80","7,20",Şiir Kitapları,112,9786053757634,Ciltsiz
1950,İnsan Ne İle Yaşar?,İthaki Yayınları,Lev Nikolayeviç Tolstoy,"12,00",%36 indirim,"7,68","4,32",Roman,120,9786053757658,Ciltsiz
1951,Keşkesiz Yaşamak,Yediveren Yayınları,Özlem Çakır,"22,00",%32 indirim,"14,96","7,04",Kişisel Gelişim Kitapları,240,9786059514521,Ciltsiz
1952,Cedric 21 - Gündüz Düşleri,Alfa Yayınları,Kolektif,"17,00",%35 indirim,"11,05","5,95",Çocuk Çizgi Roman Kitapları,48,9786051714219,Ciltsiz
1953,Küçük Kara Balık Ciltli,Artemis Yayınları,Samed Behrengi,"19,00",%35 indirim,"12,35","6,65",Öykü Kitapları,72,9786053043041,Ciltli
1954,Cedric 22 - O Çok Çirkin!,Alfa Yayınları,Kolektif,"17,00",%35 indirim,"11,05","5,95",Çocuk Çizgi Roman Kitapları,48,9786051714226,Ciltsiz
1955,Ben Rene Tardi: Stalag IIB Kampında Savaş Esiri - Fransa’ya Dönüşüm,Yapı Kredi Yayınları,Jacques Tardi,"31,48",%36 indirim,"20,15","11,33",Çizgi Roman Kitapları,140,9789750841415,Ciltli
1956,Justice League 7 - Darkseid Savaşı Bölüm 1,Yapı Kredi Yayınları,Geoff Johns,"34,00",%36 indirim,"21,76","12,24",Çizgi Roman Kitapları,172,9789750841453,Ciltsiz
1957,Güvercinler Ve Matmazeller,Yapı Kredi Yayınları,Demir Özlü,"13,89",%36 indirim,"8,89","5,00",Öykü Kitapları,164,9789750841422,Ciltsiz
1958,Sarsıntı,Yapı Kredi Yayınları,Thomas Bernhard,"20,00",%36 indirim,"12,80","7,20",Anlatı Kitapları,176,9789750841477,Ciltsiz
1959,Küçük Bir Kız Tanıyorum On İki Yaşında,Yapı Kredi Yayınları,Nezihe Meriç,"12,04",%36 indirim,"7,71","4,33",Roman-Öykü Kitapları,112,9789750841309,Ciltsiz
1960,Lorca Bütün Oyunları 3,Alfa Yayınları,Federico Garcia Lorca,"23,00",%35 indirim,"14,95","8,05",Roman,1,9786051713786,Ciltsiz
1961,Lorca Bütün Oyunları 4,Alfa Yayınları,Federico Garcia Lorca,"23,00",%35 indirim,"14,95","8,05",Roman,260,9786051713793,Ciltsiz
1962,Hamlet,Artemis Yayınları,John Marsden,"23,00",%35 indirim,"14,95","8,05",Roman,186,9786053043188,Ciltsiz
1963,Düşüncenin Maddesi,Alfa Yayınları,Steven Pinker,"49,00",%35 indirim,"31,85","17,15",Diğer Bilim Kitapları,576,9786051716329,Ciltsiz
1964,İnsan Çeşitliliği,Alfa Yayınları,Barış Özener,"23,00",%35 indirim,"14,95","8,05",Diğer,240,9786051716220,Ciltsiz
1965,Arkaik Yunan Şiiri Antolojisi,Yapı Kredi Yayınları,Kolektif,"38,89",%36 indirim,"24,89","14,00",Antoloji Kitapları,592,9789750841323,Ciltsiz
1966,Sonsuz Gemi,Yapı Kredi Yayınları,Francesca Haig,"31,48",%36 indirim,"20,15","11,33",Bilim Kurgu Kitapları,460,9789750841330,Ciltsiz
1967,Ejderhaları Nasıl Tanırız?,Yapı Kredi Yayınları,Veronique Cauchy,"9,00",%36 indirim,"5,76","3,24",Hikayeler,32,9789750841408,Ciltsiz
1968,Dünya Denen Koca Okul,Yapı Kredi Yayınları,Gianni Rodari,"26,00",%36 indirim,"16,64","9,36",Hikayeler,28,9789750841392,Ciltsiz
1969,Gezgin ile Kartanesi Bay Kıskaç’ın Evinde,Yapı Kredi Yayınları,Anne Ducourtial,"6,48",%36 indirim,"4,15","2,33",Hikayeler,28,9789750841316,Ciltsiz
1970,Uyuyan Güzel,Yapı Kredi Yayınları,Grimm Kardeşler,"17,59",%36 indirim,"11,26","6,33",Masallar,44,9789750841347,Ciltsiz
1971,Audrey ve Bill,Artemis Yayınları,Edward Z. Epstein,"32,00",%35 indirim,"20,80","11,20",Biyografi-Otobiyogafi Kitapları,310,9786053043195,Ciltsiz
1972,Azazel,Alfa Yayınları,Boris Akunin,"26,00",%35 indirim,"16,90","9,10",Roman,270,9786051715469,Ciltsiz
1973,Büyük Mal,İthaki Yayınları,Kemal Tahir,"44,00",%36 indirim,"28,16","15,84",Türk Edebiyatı,467,9786053757559,Ciltsiz
1974,İlmü'n Nefs Tercümesi,İz Yayıncılık,Georges Fonsegrive,"150,00",%35 indirim,"97,50","52,50",Araştırma-İnceleme Kitapları,1344,9786053262510,Ciltli
1975,Amansız Düşmanım,Alfa Yayınları,Willa Cather,"16,00",%35 indirim,"10,40","5,60",Roman,120,9786051716350,Ciltsiz
1976,Alexander'ın Köprüsü,Alfa Yayınları,Willa Cather,"16,00",%35 indirim,"10,40","5,60",Roman,136,9786051716343,Ciltsiz
1977,İnsan Ne İle Yaşar?,Parodi Yayınları,Lev Nikolayeviç Tolstoy,"9,00",%40 indirim,"5,40","3,60",Öykü Kitapları,96,9786055034603,Ciltsiz
1978,Türk Gambiti,Alfa Yayınları,Boris Akunin,"26,00",%35 indirim,"16,90","9,10",Roman,265,9786051716305,Ciltsiz
1979,Ölümcül Seçim,Alfa Yayınları,Lindsey Davis,"32,00",%35 indirim,"20,80","11,20",Polisiye Kitapları,408,9786051716404,Ciltsiz
1980,Kar Kokusu (Midi Boy),Everest Yayınları,Ahmet Ümit,"14,90",%40 indirim,"8,94","5,96",Roman,360,9786051852133,Ciltsiz
1981,Hüzün Midi Boy,Everest Yayınları,Ayşe Kulin,"14,90",%35 indirim,"9,69","5,22",Roman,348,9786051852287,Ciltsiz
1982,Aşk Yeniden İcat Edilmeli,Everest Yayınları,Nazlı Eray,"26,00",%35 indirim,"16,90","9,10",Roman,228,9786051852294,Ciltsiz
1983,Wilhelm Meister’in Çıraklık Yılları,Alfa Yayınları,Johann Wolfgang von Goethe,"50,00",%35 indirim,"32,50","17,50",Roman,536,9786051715896,Ciltli
1984,Bizans İmparatorluğu Tarihi Ciltli,Alfa Yayınları,Alexander A. Vasiliev,"75,00",%35 indirim,"48,75","26,25",Araştırma - İnceleme Kitapları,895,9786051716237,Ciltli
1985,Ale’l-Itlak Baldırı Çıplak,İletişim Yayınevi,Mehmet Yüce,"56,00",%30 indirim,"39,20","16,80",Tarih Araştırma - İnceleme Kitapları,480,9789750523168,Ciltsiz
1986,Kanaatkar Bolluk Toplumuna Doğru,İletişim Yayınevi,Serge Latouche,"29,50",%30 indirim,"20,65","8,85",Araştırma-İnceleme-Kuram Kitapları ,176,9789750523199,Ciltsiz
1987,Üstün Zekalı Çocuğa Yardım,İletişim Yayınevi,Jeanne Siaud-Facchin,"38,00",%30 indirim,"26,60","11,40",Başvuru Kitapları,270,9789750523205,Ciltsiz
1988,Doksan Üç,İletişim Yayınevi,Victor Hugo,"37,50",%30 indirim,"26,25","11,25",Roman,443,9789750523212,Ciltsiz
1989,Yeryüzü Müzesi,İthaki Yayınları,Bilimkurgu Kulübü,"36,00",%36 indirim,"23,04","12,96",Öykü Kitapları,312,9786053757573,Ciltsiz
1990,Sinemanın Temelleri,İthaki Yayınları,Rıza Kıraç,"41,00",%36 indirim,"26,24","14,76","Fotoğraf, Sinema, Tiyatro Kitapları",320,9786053757603,Ciltsiz
1991,Frank Einstein ve Antimadde Motoru - 1,Epsilon Yayınevi,Jon Scieszka,"27,50",%40 indirim,"16,50","11,00",Roman-Öykü Kitapları,187,9786051733715,Ciltli
1992,Frank Einstein ve Elektrik Kumandası - 2,Epsilon Yayınevi,Jon Scieszka,"27,50",%40 indirim,"16,50","11,00",Roman-Öykü Kitapları,176,9786051733708,Ciltli
1993,Çocuklar İçin Beş Sevgi Dili,Koridor Yayıncılık,Gary Chapman,"25,00",%35 indirim,"16,25","8,75",İnsan ve Toplum ile Alakalı Aile ve Çocu,256,9786059702676,Ciltsiz
1994,Yüzü Olmayan Adam,Koridor Yayıncılık,Stefan Ahnhem,"32,00",%35 indirim,"20,80","11,20",Roman,552,9786059702683,Ciltsiz
1995,İsim,Nemesis Kitap,Julie Halpern,"27,50",%40 indirim,"16,50","11,00",Roman,304,9786059545907,Ciltsiz
1996,Şantiye Gürültüsü,İthaki Yayınları,Devrim E. Alkış,"20,00",%36 indirim,"12,80","7,20",Roman,180,9786053757580,Ciltsiz
1997,Binbir Gece Masalları - 2 Tam Metin ve Resimli,Alfa Yayınları,Kolektif,"64,00",%35 indirim,"41,60","22,40",Roman,990,9786051715971,Ciltli
1998,Tevhid Risaleleri-2,Neda Yayınları,Abdullah Yıldırım,"13,00",%40 indirim,"7,80","5,20",Diğer,117,3990000047968,Ciltsiz
1999,Hüznün Lalesidir Dünya,Timaş Yayınları,Nurullah Genç,"18,50",%40 indirim,"11,10","7,40",Türk Edebiyatı,132,9789753626538,Ciltsiz
2000,Zamanın Kozmolojik Tarihi,Alfa Yayınları,Sean Carroll,"45,00",%35 indirim,"29,25","15,75",Diğer Bilim Kitapları,512,9786051716213,Ciltsiz
2001,Restoran İşletmeciliği,Alfa Yayınları,Ramazan Bingöl,"37,00",%35 indirim,"24,05","12,95",Araştırma-İnceleme-Kuram Kitapları ,406,9786051716312,Ciltsiz
2002,Tanrıların Kalıntıları,Artemis Yayınları,Erich von Daniken,"28,00",%35 indirim,"18,20","9,80",Gezi Rehberi Kitapları,230,9786053043171,Ciltsiz
2003,Bir Yazarın Yolculuğu,Everest Yayınları,Elena Ferrante,"37,00",%35 indirim,"24,05","12,95",Roman,396,9786051852218,Ciltsiz
2004,İçimdeki Kişi,Everest Yayınları,Sam Shepard,"19,00",%35 indirim,"12,35","6,65",Roman,178,9786051852256,Ciltsiz
2005,Gizli Anların Yolcusu Midi Boy,Everest Yayınları,Ayşe Kulin,"14,90",%35 indirim,"9,69","5,22",Roman,501,9786051852188,Ciltsiz
2006,Ben Kimim? - Hipopotam,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031239,Ciltsiz
2007,Ben Kimim? - İnek,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031246,Ciltsiz
2008,Ben Kimim? - Panda,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031284,Ciltsiz
2009,Ben Kimim? - Ördek,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031291,Ciltsiz
2010,Ben Kimim? - Fil,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031222,Ciltsiz
2011,Ben Kimim? - Dinozor,Parıltı Yayınları,Kolektif,"12,50",%50 indirim,"6,25","6,25",Diğer Çocuk Kitapları,10,9786053031215,Ciltsiz
